EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Travels,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Technical Free Throw Trips,DefensiveGoaltends,Loose Ball Fouls,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedLongMidRange,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,Transition Take Fouls Drawn,3SecondViolations,Transition Take Fouls,HeaveMakes,Defensive 3 Seconds Violations,OffensiveGoaltends
1626220-1628969-1629651-1629661-201988,1610612751,"Royce O'Neale, Mikal Bridges, Nic Claxton, Cameron Johnson, Patty Mills","O'Neale, Bridges, Claxton, Johnson, Mills",1626220-1628969-1629651-1629661-201988,BKN,172.0,1,3.0,2.0,5.0,5.0,,,1.0,10.0,2.0,2.0,1.0,1.0,,,,,,,,1.0,,,,2.0,,,,2.0,2.0,,3.0,1.0,5.0,3.0,1.0,1.0,,,,2.0,,,,,,,4.0,,,,,2.0,,,,2.0,,2.0,,,2.0,,,4.0,1.0,,2.0,2.0,,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,1.0,,,,,,1.0,1.0,,0.4,1.0,,0.4166666666666667,1.0,,0.6,,,,,,,,1.0,,0.6666666666666666,0.3333333333333333,0.8,0.3333333333333333,,,,,1.0,1.0,,1.0,1.0,,,83.72093023255813,1.0,13.0,21.4,12.2,21.2,0.4,1.0,1.0,1.0,,,,,,,,,0.2,,,,0.4,,,,1.0,1.0,1.0,,,,,,,,,1.0,,0.6681600000000001,,,0.16666666666666666,0.3333333333333333,0.4,,0.15,25.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1628969-1629651-1629661-203925,1610612751,"Royce O'Neale, Mikal Bridges, Nic Claxton, Cameron Johnson, Joe Harris","O'Neale, Bridges, Claxton, Johnson, Harris",1626220-1628969-1629651-1629661-203925,BKN,161.0,2,3.0,-3.0,5.0,5.0,,2.0,1.0,10.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,1.0,2.0,,3.0,,2.0,5.0,,,,1.0,,,,,,,,,2.0,,,,,2.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,,3.0,,,3.0,,3.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.5,,,0.2,,,0.2,,,0.6,,0.5,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,89.44099378881988,,13.8,18.4,12.0,18.4,0.2,,,,0.2,1.0,1.0,1.0,,,,,0.2,,,,0.4,,,,,,,,,,1.0,,,,,0.8,,0.48414999999999997,0.4581,,,,,,5.9,26.433333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1627827-203552-203915-203925,1610612751,"Royce O'Neale, Dorian Finney-Smith, Seth Curry, Spencer Dinwiddie, Joe Harris","O'Neale, Finney-Smith, Curry, Dinwiddie, Harris",1626220-1627827-203552-203915-203925,BKN,156.0,2,3.0,6.0,6.0,5.0,2.0,2.0,,11.0,,,,,,,1.0,1.0,1.0,1.0,,,,,2.0,3.0,,1.0,2.0,2.0,2.0,2.0,3.0,,10.0,4.0,,,,,,,,,1.0,2.0,,3.0,2.0,2.0,3.0,3.0,,3.0,2.0,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,10.0,3.0,2.0,,,0.5,0.5,0.5,0.6666666666666666,,0.5,0.6666666666666666,1.0,,,1.0,,0.75,1.0,,0.75,0.6,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,101.53846153846153,,12.333333333333334,16.4,12.333333333333334,16.4,,,,,0.2,1.0,1.0,,0.2,1.0,1.0,1.0,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,1.0,0.5,0.6,0.6666666666666666,0.42388000000000003,,0.5292,,,,0.3,16.05,25.933333333333334,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1630549-203552-203915-203925,1610612751,"Royce O'Neale, Day'Ron Sharpe, Seth Curry, Spencer Dinwiddie, Joe Harris","O'Neale, Sharpe, Curry, Dinwiddie, Harris",1626220-1630549-203552-203915-203925,BKN,154.0,1,3.0,5.0,6.0,5.0,,,,11.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,3.0,3.0,1.0,2.0,,9.0,4.0,,,,,,,,,,,,,6.0,,3.0,,,1.0,,,,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,9.0,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,9.0,,,,,1.0,1.0,1.0,0.5,,,0.5,1.0,,,0.9,,,0.9,,,0.4,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,102.85714285714285,1.0,12.833333333333334,15.4,12.833333333333334,15.4,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,0.6,,0.48796,,,,,,,9.066666666666666,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1628969-1629651-203552-203915,1610612751,"Royce O'Neale, Mikal Bridges, Nic Claxton, Seth Curry, Spencer Dinwiddie","O'Neale, Bridges, Claxton, Curry, Dinwiddie",1626220-1628969-1629651-203552-203915,BKN,143.0,1,2.0,4.0,4.0,4.0,,,1.0,8.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,2.0,3.0,1.0,1.0,,7.0,3.0,1.0,1.0,,,,2.0,,,,,,,2.0,2.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,1.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,,1.0,,,1.0,,5.0,,,,,0.5,0.5,1.0,1.0,,,1.0,0.6666666666666666,1.0,,0.875,1.0,,0.7,1.0,,0.25,,0.3333333333333333,,,,,,0.6666666666666666,,1.0,,0.75,,,,,,,,1.0,0.5,1.0,,,80.55944055944056,,13.0,22.75,10.75,22.0,0.25,1.0,1.0,1.0,,,,,0.5,0.5,1.0,,,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.5,1.0,0.51525,0.658,,0.2,0.25,0.2857142857142857,,9.933333333333334,24.5,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,
1627827-1628969-1629661-1630560-203915,1610612751,"Dorian Finney-Smith, Mikal Bridges, Cameron Johnson, Cam Thomas, Spencer Dinwiddie","Finney-Smith, Bridges, Johnson, Thomas, Dinwiddie",1627827-1628969-1629661-1630560-203915,BKN,142.0,1,2.0,-5.0,4.0,5.0,,5.0,,9.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,2.0,,1.0,2.0,4.0,9.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,1.0,,,,,,,4.0,,,1.0,,,,,,,,,0.5,,,0.3333333333333333,,,0.5,,,0.3333333333333333,,,,,,,1.0,0.5,,,,0.5,,,,,,,,0.5,,,,,91.26760563380282,,17.0,14.8,17.0,11.8,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.4726666666666666,,,0.25,0.3333333333333333,,,7.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1628969-201988-203915-203925,1610612751,"Royce O'Neale, Mikal Bridges, Patty Mills, Spencer Dinwiddie, Joe Harris","O'Neale, Bridges, Mills, Dinwiddie, Harris",1626220-1628969-201988-203915-203925,BKN,138.0,1,2.0,-3.0,4.0,4.0,3.0,,,8.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,2.0,,1.0,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,2.0,,,2.0,,,,2.0,,,1.0,,,,,,2.0,2.0,3.0,,1.0,,,,,,,,,,,,,,0.25,,0.3333333333333333,0.3333333333333333,,,,,,1.0,,0.6666666666666666,0.5,,,0.6666666666666666,0.3333333333333333,1.0,,,,,,0.6666666666666666,,,,,83.47826086956522,,17.0,17.5,17.0,17.25,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,0.5,,,,0.6666666666666666,,0.5456833333333333,,0.617925,,,,1.0,3.75,22.9,0.75,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1627827-1629661-203915-203925,1610612751,"Royce O'Neale, Dorian Finney-Smith, Cameron Johnson, Spencer Dinwiddie, Joe Harris","O'Neale, Finney-Smith, Johnson, Dinwiddie, Harris",1626220-1627827-1629661-203915-203925,BKN,133.0,1,2.0,3.0,4.0,4.0,,,,8.0,,,,,,,,,,,,,,,2.0,4.0,,,,,,2.0,4.0,2.0,8.0,5.0,,,,,,,,,,,,,,,3.0,3.0,,4.0,2.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,8.0,,,,,,,0.5,0.5,,,0.5,,,,0.75,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,86.61654135338345,,12.75,20.5,12.75,16.5,,,,,,,,,,,,,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,,,1.0,0.5,0.5367375,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1627827-1628969-203915-203925,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Spencer Dinwiddie, Joe Harris","O'Neale, Finney-Smith, Bridges, Dinwiddie, Harris",1626220-1627827-1628969-203915-203925,BKN,131.0,2,2.0,-2.0,3.0,4.0,,1.0,1.0,7.0,,,,,,,,,,1.0,,,,,,2.0,,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,1.0,,,0.5,1.0,0.3333333333333333,,,,0.5,,1.0,,,,,,76.94656488549619,,24.0,14.75,23.333333333333332,14.75,,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,0.6666666666666666,,0.4664166666666667,,,,,,,22.2,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1628969-1629661-1630549-203915,1610612751,"Royce O'Neale, Mikal Bridges, Cameron Johnson, Day'Ron Sharpe, Spencer Dinwiddie","O'Neale, Bridges, Johnson, Sharpe, Dinwiddie",1626220-1628969-1629661-1630549-203915,BKN,130.0,2,2.0,-3.0,3.0,4.0,2.0,,,7.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,7.0,10.0,,,,,,,1.0,1.0,,,2.0,4.0,2.0,,3.0,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,2.0,,1.0,,,,,,,7.0,4.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.25,,1.0,1.1666666666666667,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,77.53846153846155,,14.333333333333334,21.75,14.333333333333334,18.0,,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,0.51175,,0.4709,0.3333333333333333,0.5,,0.5714285714285714,14.3,26.3,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1628969-1629651-203552-203925,1610612751,"Royce O'Neale, Mikal Bridges, Nic Claxton, Seth Curry, Joe Harris","O'Neale, Bridges, Claxton, Curry, Harris",1626220-1628969-1629651-203552-203925,BKN,107.0,1,2.0,-2.0,2.0,2.0,,,,4.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,2.0,,1.0,,2.0,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,1.0,,0.5,,,,,1.0,,,,,,,53.83177570093458,,29.5,24.0,29.5,24.0,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.4861,,,,,,,7.0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1627827-1628969-1629661-1630560,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cameron Johnson, Cam Thomas","O'Neale, Finney-Smith, Bridges, Johnson, Thomas",1626220-1627827-1628969-1629661-1630560,BKN,102.0,1,2.0,-2.0,3.0,3.0,,,1.0,6.0,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,2.0,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,0.5,0.5,0.25,,,,1.0,,,1.0,,,,,84.70588235294117,,15.666666666666666,18.333333333333332,14.0,18.333333333333332,,,,,0.5,,,,,,,,0.25,,,,0.25,,,,,,,,,,,,,,,0.5,,0.5057875,,,,,,,9.45,24.3,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1626220-1627827-1629651-1630560-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Nic Claxton, Cam Thomas, Spencer Dinwiddie","O'Neale, Finney-Smith, Claxton, Thomas, Dinwiddie",1626220-1627827-1629651-1630560-203915,BKN,91.0,1,2.0,-4.0,3.0,2.0,3.0,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.12087912087912,,16.333333333333332,21.0,16.333333333333332,21.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4402,,0.4402,,,,,14.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1628969-1630549-203552-203925,1610612751,"Royce O'Neale, Mikal Bridges, Day'Ron Sharpe, Seth Curry, Joe Harris","O'Neale, Bridges, Sharpe, Curry, Harris",1626220-1628969-1630549-203552-203925,BKN,84.0,1,1.0,2.0,3.0,2.0,,,,5.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,2.0,2.0,,1.0,,4.0,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,85.71428571428572,,11.333333333333334,25.0,11.333333333333334,25.0,0.6666666666666666,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,0.7121166666666667,,,,,,,1.0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1629651-1629661-203915-203925,1610612751,"Royce O'Neale, Nic Claxton, Cameron Johnson, Spencer Dinwiddie, Joe Harris","O'Neale, Claxton, Johnson, Dinwiddie, Harris",1626220-1629651-1629661-203915-203925,BKN,83.0,1,1.0,2.0,2.0,2.0,,,,4.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,0.5,,,0.5,,,0.5,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,69.39759036144578,,22.5,19.0,22.5,19.0,,,,,0.5,1.0,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,0.4483,,,,,,,7.0,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1627827-1628969-1630560-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cam Thomas, Spencer Dinwiddie","O'Neale, Finney-Smith, Bridges, Thomas, Dinwiddie",1626220-1627827-1628969-1630560-203915,BKN,79.0,1,1.0,2.0,2.0,2.0,,2.0,,4.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,,5.0,3.0,,,,,,,,,,,,,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,0.3333333333333333,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,72.9113924050633,,23.0,16.5,18.0,16.5,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,1.0,0.4951833333333333,,,,,,,6.3,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1627827-1629661-203552-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Cameron Johnson, Seth Curry, Spencer Dinwiddie","O'Neale, Finney-Smith, Johnson, Curry, Dinwiddie",1626220-1627827-1629661-203552-203915,BKN,77.0,1,1.0,1.0,3.0,2.0,3.0,,,5.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,2.0,2.0,,1.0,,4.0,3.0,,,,,,,2.0,2.0,,1.0,,4.0,2.0,2.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,4.0,4.0,3.0,,,0.5,0.5,,,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,93.5064935064935,,12.666666666666666,19.5,12.666666666666666,19.5,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.6666666666666666,,0.5574,,0.5574,,,,1.0,5.9,25.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1628969-1629661-203552-203925,1610612751,"Royce O'Neale, Mikal Bridges, Cameron Johnson, Seth Curry, Joe Harris","O'Neale, Bridges, Johnson, Curry, Harris",1626220-1628969-1629661-203552-203925,BKN,74.0,2,1.0,4.0,5.0,2.0,5.0,,1.0,7.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,3.0,1.0,,3.0,1.0,1.0,,3.0,2.0,4.0,,,,,1.0,,,1.0,1.0,,3.0,2.0,4.0,2.0,,,,,3.0,,,,1.0,,1.0,,,1.0,,,2.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,2.0,,,1.0,,,,,,4.0,4.0,5.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,0.25,,0.25,0.4,,0.4,0.75,,,,,,1.0,,,,,0.5,,0.5,,,,0.5,,,,,,,,136.2162162162162,,11.2,9.0,9.4,9.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,0.75,,,,,,,,,,1.0,0.25,1.0,0.75,,1.0,,0.5374625,,0.5374625,,,,1.0,0.8,26.400000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1629661-203552-203915-203925,1610612751,"Royce O'Neale, Cameron Johnson, Seth Curry, Spencer Dinwiddie, Joe Harris","O'Neale, Johnson, Curry, Dinwiddie, Harris",1626220-1629661-203552-203915-203925,BKN,72.0,1,1.0,,2.0,2.0,,,,4.0,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,0.5,,,,,,,,0.5,,,,,80.0,,26.0,10.0,26.0,8.5,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,0.450875,,,,,,,12.4,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220-1627827-1629651-203552-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Nic Claxton, Seth Curry, Spencer Dinwiddie","O'Neale, Finney-Smith, Claxton, Curry, Dinwiddie",1626220-1627827-1629651-203552-203915,BKN,67.0,1,1.0,-2.0,1.0,2.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.2,,,,,,,0.25,,,,,,64.4776119402985,,26.0,20.5,26.0,10.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5406,,,,,,,2.1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
